gamma;family;category;brand;reference;ean13;stock;description;details;wholesale_price;image;energy_class_png;energy_class_string
Frio;Combinados;"Combinados 170-179cm";Orima;285123;5603883211935;2;"Combinado Orima ORF-310-W";"Capacidade net do frigorífico: 175 L<br />  Capacidade net do congelador: 92 L<br />  Luz interior LED<br />  Protecção anti-bacteriana<br />  Descongelação automática<br />  Portas reversíveis<br />  Prateleiras em vidro<br />  2 gavetas para frutos e vegetais<br />  Suporte para garrafas<br />  3 gavetas de congelação<br />  Capacidade de congelação: 6Kg/12h<br />  Nível de ruído: 40 dB<br />  Consumo anual de energia: 278 kWh<br />  Classificação energética: F<br />  Dimensões: A1760xL600xP620 mm<br />  <br />  Disponível nas cores: branco e inox<br />  <br />  <br />  ";225,84;https://www.orima.pt/backoffice/img/front/prods/5603883211935/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211935/5603883211935.png;F
Frio;Combinados;"Combinados 170-179cm";Orima;285124;5603883211942;2;"Combinado Orima ORF-310-X";"Capacidade net do frigorífico: 191 L<br />  Capacidade net do congelador: 88 L<br />  Luz interior LED<br />  Protecção anti-bacteriana<br />  Descongelação automática<br />  Portas reversíveis<br />  Prateleiras em vidro<br />  2 gavetas para frutos e vegetais<br />  Suporte para garrafas<br />  Compartimento de congelação rápida<br />  3 gavetas de congelação<br />  Capacidade de congelação: 12Kg/24h<br />  Nível de ruído: 40 dB<br />  Consumo anual de energia: 278 kWh<br />  Classificação energética: F<br />  Dimensões: A1760xL600xP620 mm<br />  <br />  Disponível nas cores: branco e inox<br />  <br />  <br />  <br />  <br />  ";257,97;https://www.orima.pt/backoffice/img/front/prods/5603883211942/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211942/5603883211942.png;F
Frio;"Congeladores Verticais";"Congeladores Verticais 140-149cm";Orima;285308;5603883211959;2;"Congelador Vertical Orima ORF-23-W";"Capacidade bruta total: 202 L<br />  Porta reversível<br />  6 gavetas de congelação, sendo 1 de grandes dimensões<br />  Drenagem<br />  Painel de controle interior<br />  Capacidade de congelação: 6Kg/12H<br />  Nível de ruído: 41 dB<br />  Consumo anual de energia: 251 kWh<br />  Tempo de subida da temperatura: 20 h<br />  Classificação energética: F<br />  Dimensões: A1450xL600xP650 mm<br />  <br />  Disponível nas cores: Branco e Inox<br />  Possibilidade de side by side com frigorifico ORC 30 W<br />  <br />  Evaporador em alumínio<br />  ";218,51;https://www.orima.pt/backoffice/img/front/prods/5603883211959/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211959/5603883211959.png;F
Frio;"Congeladores Verticais";"Congeladores Verticais 140-149cm";Orima;285309;5603883211966;2;"Congelador Vertical Orima ORF-23-X";"Capacidade net do congelador: 202 L<br />  Porta reversível<br />  6 gavetas de congelação, sendo 1 de grandes dimensões<br />  Drenagem<br />  Painel de controle interior<br />  Capacidade de congelação: 6Kg/12H<br />  Nível de ruído: 41 dB<br />  Consumo anual de energia: 251 kWh<br />  Tempo de subida da temperatura: 20 h<br />  Classificação energética: F<br />  Dimensões: A1450xL600xP650 mm<br />  Portas em inox <br />  <br />  <br />  <br />  Disponível nas cores: branco e inox<br />  Possibilidade de side by side com frigorífico ORC 30<br />  ";252,43;https://www.orima.pt/backoffice/img/front/prods/5603883211966/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211966/5603883211966.png;F
Frio;"Congeladores Verticais";"Congeladores Verticais 160-169cm";Orima;285310;5603883211973;1;"Congelador Vertical Orima ORF-28-W";"Capacidade bruta total: 232 L<br />  Porta reversível<br />  7 gavetas de congelação, sendo 1 de grandes dimensões<br />  Drenagem<br />  Painel de controle interior<br />  Capacidade de congelação: 6Kg/12H<br />  Nível de ruído: 41 dB<br />  Consumo anual de energia: 263 kWh<br />  Tempo de subida da temperatura: 20 h<br />  Classificação energética: F<br />  Dimensões: A1630xL600xP620 mm<br />  <br />  Disponível nas cores: Branco e Inox<br />  Possibilidade de side by side com frigorifico ORC 32<br />  ";230,48;https://www.orima.pt/backoffice/img/front/prods/5603883211973/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211973/5603883211973.png;F
Frio;"Congeladores Verticais";"Congeladores Verticais 160-169cm";Orima;285311;5603883211997;2;"Congelador Vertical Orima ORF-28-X";"Capacidade net do congelador: 227 L<br />  Porta reversível<br />  7 gavetas de congelação, sendo 1 de grandes dimensões<br />  Drenagem<br />  Painel de controle interior<br />  Capacidade de congelação: 12Kg/24H<br />  Nível de ruído: 41 dB<br />  Consumo anual de energia: 262 kWh<br />  Tempo de subida da temperatura: 20 h<br />  Classificação energética: F<br />  Dimensões: A1630xL600xP620 mm<br />  Inox <br />  <br />  Disponível nas cores: branco e inox<br />  Possibilidade de side by side com frigorífico ORC 32 X<br />  ";270,53;https://www.orima.pt/backoffice/img/front/prods/5603883211997/1.jpg;https://www.orima.pt/backoffice/img/front/prods/5603883211997/5603883211997.png;F
"Pequenos Domesticos";Casa;"Aspiradores Sem Saco";Black&decker;561201;8432406480001;2;"Aspirador Black&decker BXVML-700-E";"Potência:700 W<br />  Reservatório:2 L<br />  Cor:Antracite<br />  Características:Controlo de velocidade<br />  Tubo telescópico de metal<br />  Filtro HEPA 12";58,25;https://www.orima.pt/backoffice/img/front/prods/8432406480001/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406480001/8432406480001.png;
"Pequenos Domesticos";Roupa;"Ferros De Engomar A Vapor";Tefal;620581;3121042826643;2;"Ferro Tefal FV-2664-E-0 - CX3";"Tipo: Ferro a vapor<br />  Potência: 2.500 W<br />  Vapor contínuo: 40 gr/min<br />  Super Vapor: 150 gr/min<br />  Vapor vertical<br />  Spray <br />  Definição do vapor e da temperatura: Automático<br />  Base: Durilium Airglide<br />  Base deslizante <br />  Ponta de precisão <br />  Difusão contínua do vapor: Ponta, lado e central<br />  Pega confortável <br />  Estabilidade na vertical<br />  Capacidade do depósito de água: 270 ml<br />  Orifício de enchimento: Extra largo<br />  Sistema antigota <br />  Auto-off <br />  Comprimento do cabo de alimentação: 2 m<br />  Sistema anticalcário <br />  Coletor anticalcário <br />  Cores: Azul e Preto";31,88;https://www.orima.pt/backoffice/img/front/prods/3121042826643/1.jpg;https://www.orima.pt/backoffice/img/front/prods/3121042826643/3121042826643.png;
"Pequenos Domesticos";Casa;"Aspiradores Verticais";Rowenta;630893;3221614006364;2;"Aspirador Rowenta RH-9133-WH";"Fonte de alimentação Bateria<br />  Tempo de funcionamento 50 min<br />  Nível de ruído 72 dB<br />  Tipo de limpeza Seco<br />  Tempo de carga 6 h<br />  Voltagem da bateria 18 V<br />  Cor: Preto, Vermelho<br />  Tipo de coletor de pó Sem bolsa<br />  Capacidade para resíduos secos 0,5 l<br />  Bocal para tapetes incluído<br />  Altura 1194 mm<br />  Comprimento 204 mm<br />  Largura 249 mm<br />  <br />  <br />  ";86,33;https://www.orima.pt/backoffice/img/front/prods/3221614006364/1.jpg;https://www.orima.pt/backoffice/img/front/prods/3221614006364/3221614006364.png;
"Pequenos Domesticos";"Beleza & Higiene";"Aparadores De Barba e Bigode";Rowenta;631013;3121040077955;2;"Aparador Multifunçoes Rowenta TN-8908-F-0 CX.6";"Corte duradouro numa só passagem. As lâminas de aço inoxidável autofiáveis asseguram um corte excecional e uma elevada durabilidade do aparador.<br />  Autonomia até 60 min. garantindo uma sessão completa e pormenorizada de aparar.<br />  Com e sem fio - liberdade para aparar a sua barba quando e onde quiser, com uma utilização com e sem fio.<br />  Cabeça de aparar estreita para barba de 25 mm para retoques e detalhes finais.<br />  1 pente ajustável para barba com 5 posições para diferentes alturas de corte (3-4-5-6-7mm).<br />  Bolsa de transporte para levar de viagem.<br />  As lâminas são removíveis e laváveis, para uma máxima higiene.<br />  <br />   		";21,92;https://www.orima.pt/backoffice/img/front/prods/3121040077955/1.jpg;https://www.orima.pt/backoffice/img/front/prods/3121040077955/3121040077955.png;
Industrial;Hotelaria;"Arrefecedores Horizontais";Cofri;010350;010350;1;"Arrefecedor Garrafas Cofri AR-290";"Capacidade: 296 Litros<br />  2 divisórias<br />  Tampos basculantes<br />  Exterior e cuba interior em chapa galvanizada branca<br />  Com rodas para facíl transporte<br />  Temperatura média de trabalho: + 6ªC<br />  Capacidade de refrigeração: 48 Kg/24h<br />  Dimensões: A820xL1000xP620 mm<br />  <br />  ";363,58;https://www.orima.pt/backoffice/img/front/prods/010350/1.jpg;https://www.orima.pt/backoffice/img/front/prods/010350/010350.png;
"Maquinas Louça";"Maquinas Lavar Louça";"Maquinas Lavar Louça Compactas";"Bosch | Linha Branca";026233;4242005198047;1;"Maquina Lavar Louça Bosch SKS-62-E-32-EU";"Classe de eficiência energética: F<br />  Consumo de energia no programa ECO 50: 0,61 kWh<br />  Consumo de água no programa ECO 50:<br />  display LED de 8 l com indicação tempo restante, sal e abrilhantador<br />  6 programas de lavagem: Intensivo 70 ° C, Carro diário 45-65 ° C, ECO 50 ° C, Copos 40 ° C, 1 hora 45 ° C e Pré-lavagem<br />  2 funções especiais: VarioSpeed®, Extra Secagem AquaSensor:<br />  programa<br />  GlassProtect automático : cuidado máximo com os pratos mais delicados<br />  Detecção automática de detergentes<br />  Motor EcoSilence ""tudo em 1"" , ruído mínimo e melhor eficiência<br />  Dimensões (AxLxP): 450x551x500 mm";273,79;https://www.orima.pt/backoffice/img/front/prods/4242005198047/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242005198047/4242005198047.png;F
Encastre;"Maquinas Lavar Louça Encastre";"Maquinas Lavar Louça Encastre Total";"Bosch | Linha Branca";026237;4242005198061;1;"Maquina Lavar Louça Bosch SCE-52-M-75-EU";"Largura do produto sem pegas desembalado em mm. 595 mm<br />  Altura do produto 595 mm<br />  Tipo de instalação Encastre<br />  Número de regulações do local 7<br />  Consumo de água 9,0 l<br />  Classe de eficiência energética F<br />  Programas automáticos Auto 45-65°C, Eco, Glass, Intensivo, Rápido<br />  Opções adicionais de operação HygienePlus, VarioSpeedPlus<br />  Indicador digital de contagem decrescente SIM<br />  Nível de ruído (dB(A) re 1 pW) 47<br />  Cor / Material da carcaça Inox<br />  Cor / Material do painel Inox<br />  Opções do painel da porta Impossível<br />  Sistema de secagem Permutador de calor<br />  Resistência escondida SIM<br />  Material da cuba Plástico<br />  Indicador de progresso admissão de água, Indic.tempo rest. à frente<br />  Sistema de protecção da água sistema total<br />  Consumo de energia (kWh) 0,66 kWh<br />  Consumo de água 9,0 l<br />  Temperatura máxima para entrada de água (°C) 60 °C<br />  ";474,66;https://www.orima.pt/backoffice/img/front/prods/4242005198061/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242005198061/4242005198061.png;F
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side C/ligaçao Rede";"Bosch | Linha Branca";026396;4242005192205;1;"Side BY Side Bosch KAD-93-VIFP";"Capacidade bruta total: 600 litros<br />  Capacidade útil da geladeira: 368 litros<br />  Capacidade útil do freezer: 165 litros<br />  Capacidade útil total: 533 litros<br />  Inversor a motor<br />  No Frost<br />  Controle de temperatura total<br />  Super refrigeração com auto-desconexão <br />  Display digital externo<br />  Alarme visual e acústico em caso de falha<br />  Alarme acústico da porta aberta<br />  Funções do dispensador: Gelo triturado com água<br />  Fornecimento do dispensador: Conexão à entrada de água<br />  Compartimentos na porta: 5<br />  Compartimentos ou prateleiras: Bandejas de vidro de segurança 5<br />  Capacidade de congelamento por congelamento: 13 kg / 24 horas<br />  Compartimentos no tipo de porta<br />  Bandejas ou prateleiras: Vidro 5<br />  Gavetas: 2 gavetas com guias telescópicas<br />  Autonomia: 8 horas<br />  Nível de ruído: 42 dB (A) re1pw<br />  Alça: Alumínio<br />  Cor: inox<br />  Portas reversíveis: NÃO<br />  Consumo de energia : 436 kWh / ano<br />  Classificação energética: F<br />  Dimensões (AxLxP): 1787x908x707 mm <br />  ";1200,58;https://www.orima.pt/backoffice/img/front/prods/4242005192205/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242005192205/4242005192205.png;F
Frio;"Frigorificos Side By Side";"Frigorificos Side By Side C/ligaçao Rede";"Bosch | Linha Branca";026397;4242005191635;1;"Side BY Side Bosch KAI-93-VIFP";"Capacidade bruta total: 600 litros<br />  Capacidade útil da geladeira: 368 litros<br />  Capacidade útil do freezer: 165 litros<br />  Capacidade útil total: 533 litros<br />  Tecnologia<br />  Inversor a motor<br />  No Frost<br />  Controle de temperatura total<br />  Super refrigeração com auto-desconexão Congelando Super com desconexão automática<br />  Display digital externo<br />  Alarme visual e acústico em caso de falha<br />  Alarme acústico da porta aberta<br />  Funções do dispensador: Gelo triturado com água<br />  Fornecimento do dispensador: Conexão à entrada de água<br />  Compartimentos na porta: Varandas 5<br />  Compartimentos ou prateleiras: Bandejas de vidro de segurança 5<br />  Acessórios do refrigerador: Copo de ovos<br />  Tecnologia: Não Frost<br />  Interior Lighting: Tecnologia LED<br />  Capacidade de congelamento por congelamento: 13 kg / 24 horas<br />  Compartimentos no tipo de porta<br />  Varandas para armazenamento 3<br />  Bandejas ou prateleiras: Vidro 5<br />  gavetas: 2 gavetas com guias telescópicas<br />  Gaveta: 2 gavetas com guias telescópicas<br />  Autonomia: 8 horas<br />  Nível de ruído: 42 dB (A) re1pw<br />  Alça: Alumínio<br />  Portas reversíveis: NÃO<br />  Classificação energética: F<br />  Dimensões (AxLxP): 1787x908x707 mm";1055,05;https://www.orima.pt/backoffice/img/front/prods/4242005191635/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242005191635/4242005191635.png;F
Frio;Combinados;"Combinados Nf 180-189cm";"Bosch | Linha Branca";026476;4242002972824;1;"Combinado Bosch KGN-36-XW-3-P";"Capacidade bruta/útil total: 357/324 litros<br />  Capacidade útil do frigorifico: 237 litros<br />  Capacidade útil do congelador: 87 litros<br />  Puxador vertical<br />  Iluminação interior LED com Soft Start<br />  NoFrost - descongelação automática<br />  Visualização e controlo electrónico da temperatura, através de visor de LED´s<br />  Regulação separada para Frigorífico e Congelador<br />  Opção Super Refrigeração<br />  Opção Super Congelação, com desligar automático<br />  Alarme óptico e acústico de porta aberta<br />  Alarme óptico e acústico<br />  Classe de eficiencia energética: A++<br />  Aparelho (AxLxP): 1860x600x660 mm";509,8;https://www.orima.pt/backoffice/img/front/prods/4242002972824/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242002972824/4242002972824.png;A++
Frio;Combinados;"Combinados Nf 180-189cm";"Bosch | Linha Branca";026477;4242002951546;1;"Combinado Bosch KGN-36-VI-4-A";"Capacidade bruta/útil total: 357/324 litros<br />  Capacidade útil do frigorifico: 237 litros<br />  Capacidade útil do congelador: 87 litros<br />  Portas Inox com tratamento anti-dedadas, laterais Design Inox<br />  Puxadores verticais integrados na porta<br />  Iluminação interior LED com Soft Start<br />  NoFrost - descongelação automática<br />  Visualização e controlo electrónico da temperatura, através de visor de LED´s<br />  Regulação separada para Frigorífico e Congelador<br />  Opção Super Refrigeração<br />  Opção Super Congelação, com desligar automático<br />  Alarme óptico e acústico de porta aberta<br />  Alarme óptico e acústico<br />  Classe de eficiencia energética: A+++<br />  Aparelho (AxLxP): 1860x600x660 mm<br />  ";602,64;https://www.orima.pt/backoffice/img/front/prods/4242002951546/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242002951546/4242002951546.png;A+++
Frio;Combinados;"Combinados 200-209cm";"Bosch | Linha Branca";026497;4242005101597;1;"Combinado Bosch KGE-49-VW-4-A";"Capacidade bruta/útil total: 422/412 litros<br />  Capacidade útil do frigorifico: 301 litros<br />  Capacidade útil do congelador: 111 litros<br />  Iluminação interior por LEDs no compartimento de refrigeração<br />  Gaveta Chiller 0ºC<br />  LowFrost<br />  CrisperBox<br />  VarioZone<br />  Consumo de energia: 175 kWh/ano<br />  Nível de ruído: 38 dB (re 1 pW)<br />  Classe de eficiencia energética: A+++<br />  Dimensões do produto: A2010xL700xP650 mm";579,33;https://www.orima.pt/backoffice/img/front/prods/4242005101597/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242005101597/4242005101597.png;A+++
Frio;"Congeladores Verticais";"Congeladores Verticais Nf 170-179cm";"Bosch | Linha Branca";026521;4242005247974;1;"Congelador Vertical Bosch GSN-33-VLEP";"Classe de eficiência energética: E<br />  Consumo de energia: 228 kWh/ano<br />  Capacidade bruta/útil total: 246/225 litros<br />  Nível de ruído: 39 dB (re 1 pW)<br />  Porta(s) em Design Inox<br />  NoFrost - descongelação automática<br />  Regulação electrónica da temperatura, através de visor de LEDs<br />  Alarme óptico e acústico<br />  VitaControl - temperatura constante através da tecnologia de sensores inteligentes<br />  Opção Super Congelação com ativação manual/automática<br />  Capacidade útil do congelador: 225 litros<br />  Capacidade de congelação: 20 kg em 24 h<br />  Zona EasyAccess<br />  Sistema Multifrio Laminar<br />  Cap. autonomia em caso de anomalia: 25 horas<br />  1 Cuvete<br />  VarioZone - prateleiras de vidro removíveis, para espaço extra no congelador<br />  4 gavetas transparentes, incluindo 1 BigBox<br />  Aparelho (A x L x P sem puxador): 176 x 60 x 65 cm";537,12;https://www.orima.pt/backoffice/img/front/prods/4242005247974/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242005247974/4242005247974.png;E
Frio;Combinados;"Combinados Nf 200-209cm";"Bosch | Linha Branca";026545;4242002961606;1;"Combinado Bosch KGN-39-IJ-3-A";"Capacidade bruta/útil total: 400/366 litros<br />  Nível de ruído: 39 dB (re 1 pW)<br />  Puxadores verticais integrados na porta<br />  Iluminação interior LED com Soft Start<br />  NoFrost - descongelação automática<br />  Visualização e controlo electrónico da temperatura, através de visor de LED´s<br />  2 circuitos de frio com regulação separada para Frigorífico e Congelador<br />  Opção Super Refrigeração<br />  Alarme óptico e acústico de porta aberta<br />  Alarme óptico e acústico<br />  Capacidade útil do frigorifico: 279 litros<br />  Sistema Multifrio Laminar<br />  Filtro de carvão activo anti-cheiros<br />  5 Prateleiras de vidro, 3 ajustáveis em altura<br />  Suporte para garrafas cromado<br />  1 prateleira  grande na porta, 3 prateleiras pequenas na porta<br />  Capacidade útil da zona VitaFresh: 24 litros<br />  Gaveta VitaFresh com regulação de humidade, ideal para frutas e legumes<br />  2 gavetas VitaFresh 0°C com controlo de humidade - carne e peixe frescos durante mais tempo.<br />  Capacidade útil do congelador: 87 litros<br />  Capacidade de congelação: 14 kg em 24 h<br />  Cap. autonomia em caso de anomalia: 16 horas<br />  3 gavetas transparentes<br />  Porta com sentido de abertura à direita, permutável<br />  Pés frontais ajustáveis em altura e rodas traseiras<br />  Consumo de energia: 273 kWh/ano<br />  Classe de eficiencia energética: A++ <br />  Dimensões (AxLxP sem puxador): 2030x600x660 mm";548,29;https://www.orima.pt/backoffice/img/front/prods/4242002961606/1.jpg;https://www.orima.pt/backoffice/img/front/prods/4242002961606/4242002961606.png;A++
